# {"t_start": 1548189974.4402926, "env_id": "guidance-collision-avoidance-single-continuous-action-v0"} 
r,l,t 
-16.770417,34,254.794111
-20.804339,36,254.95505
-10.224673,41,254.992922
-18.967282,38,255.153024
-16.571618,33,255.183943
-19.290395,35,255.215887
-6.66563,33,255.376429
-23.493029,33,255.407346
-6.832601,37,255.442279
-32.730315,45,255.610804
-9.03395,39,255.646731
-12.877635,39,255.811269
-12.943008,40,255.846202
-19.12281,34,255.877117
-19.209256,46,256.046641
-29.576511,37,256.081548
-17.092548,33,256.113463
-26.417044,47,256.308941
-13.973684,30,256.341493
-19.160869,37,256.512057
-21.604161,39,256.549956
-16.519959,34,256.584871
-7.82481,43,256.793306
-24.84799,42,256.836193
-18.582517,41,257.027682
-22.418657,42,257.06957
-18.885419,36,257.102481
-25.975053,32,257.42562
-27.6489,38,257.464516
-14.027822,32,257.496431
-26.919125,40,257.686923
-27.080766,44,257.731803
-16.92302,36,257.922189
-16.231391,44,257.965075
-14.679181,35,258.001977
-19.031128,35,258.169529
-19.845013,46,258.21042
-14.766112,42,258.37897
-14.099071,30,258.405912
-19.638503,35,258.438811
-26.785608,36,258.596414
-20.852807,34,258.628306
-22.769542,45,258.668225
-28.027912,41,258.818809
-15.825536,48,258.859519
-12.9527,47,259.018109
-5.452792,39,259.052007
-12.248048,37,259.085917
-4.785318,34,259.250707
-11.765848,31,259.28088
-21.487005,34,259.312794
-4.949463,42,259.478608
-27.495403,35,259.510524
-2.164422,32,259.665111
-20.763467,40,259.704007
-9.562674,42,259.742904
-25.926024,39,259.903476
-19.056197,40,259.940376
-8.330595,37,260.101947
-15.024454,34,260.132864
-27.351504,41,260.168767
-15.477671,39,260.340311
-12.386632,36,260.37425
-15.682817,37,260.408134
-23.726222,50,260.582675
-15.107663,39,260.620603
-21.058123,37,260.794667
-18.511237,41,260.835558
-16.075224,31,260.863516
-24.06062,39,261.013818
0.739711,11,261.024813
1,1,261.026785
-21.305266,35,261.057729
-27.148737,32,261.201854
-6.470525,35,261.231775
-7.386054,41,261.267678
-8.263924,39,261.418276
-24.964427,42,261.455202
-2.4901,34,261.485098
-22.506956,40,261.646667
-18.54835,41,261.683569
-18.269689,34,261.994261
-10.769541,33,262.025191
-15.082956,47,262.067067
-11.192716,29,262.221807
-27.256942,45,262.260708
-4.851379,37,262.421275
-19.334544,45,262.466155
-25.040896,35,262.499067
-12.137891,33,262.675597
-11.449147,47,262.716488
-18.592241,35,262.874068
-24.049054,36,262.904985
-23.217662,40,262.939892
-18.693235,36,263.100464
-17.58852,32,263.128272
-10.59829,43,263.165201
-20.221993,42,263.325394
-6.244128,37,263.35731
-28.978598,35,263.521393
-7.577546,33,263.552311
-10.284583,35,263.585223
-8.291096,38,263.747796
-19.133878,39,263.780702
-15.300724,31,263.809625
-12.053165,43,263.981167
-15.968718,36,264.013081
-16.882763,42,264.047988
-31.38619,48,264.220529
-13.167366,43,264.259424
-11.678901,51,264.433352
-18.798098,34,264.466264
-22.759863,36,264.626836
-14.499943,45,264.666731
-21.057832,43,264.709626
-23.564767,41,264.874382
-2.152315,35,264.905298
-14.24744,28,265.057891
-18.922304,37,265.089805
-3.933178,39,265.124713
-19.602076,39,265.28431
-22.30064,44,265.323209
-24.68327,36,265.355098
-16.115597,39,265.522651
-14.36679,33,265.553569
-19.112797,31,265.704167
-15.969881,36,265.735119
-11.640852,30,265.76105
-20.554359,33,265.790973
-23.979228,40,265.957145
-19.638429,36,265.989061
-22.876732,30,266.143996
-21.250372,33,266.17295
-24.286047,42,266.211815
-19.060701,35,266.523013
-13.312438,37,266.558889
-12.231251,32,266.588819
-9.040856,42,266.754397
-16.671679,35,266.786284
-11.165732,44,266.953348
-7.546938,35,266.984264
-27.901935,51,267.031138
-21.771666,43,267.200687
-18.591546,34,267.231605
-20.241207,35,267.389033
-16.443694,30,267.414987
-10.958925,41,267.452132
-16.104734,36,267.61295
-8.356061,35,267.644887
-10.234456,38,267.6778
-23.617176,36,267.83735
-12.565169,37,267.870263
-20.519973,38,267.905169
-14.402978,34,268.059757
-22.114846,33,268.087706
-10.151868,40,268.254238
-20.147927,35,268.284185
-10.095388,39,268.319065
-27.132516,51,268.491124
-21.961082,34,268.521045
-17.137047,34,268.551963
-14.772963,30,268.707547
-19.349844,50,268.751461
-30.129068,38,268.912532
-14.924554,29,268.93945
-24.52082,38,268.973773
-20.363229,44,269.139747
-9.168133,38,269.173193
-19.842262,51,269.35072
-6.855859,35,269.381637
-22.628956,38,269.415547
-4.28889,42,269.582103
-15.589549,34,269.61302
-17.476413,41,269.783565
-20.184198,47,269.825457
-27.295749,47,269.867341
-18.112772,46,270.03689
-12.663623,40,270.072888
-20.48787,36,270.232869
-22.283437,40,270.270768
-30.522646,41,270.308666
-14.766777,36,270.468826
-6.614076,38,270.502736
-20.218771,39,270.659825
-21.172933,40,270.693734
-19.397708,29,270.718666
-6.846189,32,271.033827
-23.181763,35,271.068734
-27.592013,48,271.115609
-15.986716,33,271.272194
-22.571122,38,271.306131
-15.121319,37,271.469668
-12.388042,32,271.497593
-13.745875,38,271.531531
-24.833868,46,271.699947
-17.971067,37,271.731861
-10.875895,32,271.759787
-17.657571,42,271.924856
-21.572215,34,271.955774
-17.251549,34,271.985694
-25.790038,35,272.144271
-18.271958,34,272.174191
-19.239646,44,272.341745
-9.662085,50,272.38463
-24.605647,34,272.415548
-3.364298,32,272.57213
-21.61341,42,272.61105
-16.069612,35,272.773103
-26.93603,41,272.811039
-11.110881,33,272.840928
-12.915013,32,273.001921
-12.021234,36,273.032839
-19.783171,38,273.068748
-20.771726,33,273.223729
-25.833306,41,273.258636
-9.21517,40,273.293047
-25.698871,36,273.455614
-22.706914,36,273.489547
-31.762054,42,273.653086
-21.044378,36,273.685999
-27.059425,36,273.717937
-15.81314,34,273.877488
-24.915967,36,273.907433
-23.757603,34,273.937328
-24.65176,43,274.1069
-10.939178,33,274.135799
-21.66566,42,274.301771
-4.933389,44,274.339694
-6.262974,62,274.524178
-8.421185,38,274.559098
-21.699634,33,274.589053
-21.295316,39,274.752133
-22.304509,39,274.787038
-5.546689,35,274.818953
-10.397365,33,274.976533
-6.977108,38,275.012465
-19.4699,35,275.17104
-28.412187,44,275.208913
-18.264053,47,275.25081
-23.300863,42,275.573818
-21.677227,36,275.605733
-25.149524,37,275.767844
-14.67225,36,275.799759
-36.283044,49,275.842644
-19.104723,37,276.010988
-24.019182,43,276.051041
-28.367314,39,276.228568
-13.677207,41,276.266466
-24.536823,37,276.300378
-26.372348,46,276.483886
-20.942526,34,276.515827
-26.814629,40,276.685349
-30.443966,41,276.727237
-26.647293,42,276.768127
-36.39406,42,276.939132
-11.95855,37,276.971577
-28.953292,42,277.134394
-11.152944,33,277.167281
-11.722463,37,277.200233
-13.696821,39,277.375729
-12.156868,30,277.403655
-22.426846,39,277.442553
-11.86576,41,277.62706
-10.129492,40,277.661967
-10.169806,38,277.830517
-12.984027,36,277.862432
-17.112669,30,277.887369
-23.210761,40,278.066886
-23.066405,34,278.098802
-22.023054,35,278.131713
-25.979817,35,278.289872
-26.896712,34,278.321791
-2.229183,37,278.359685
-21.210719,38,278.531239
-21.357038,37,278.565138
-21.333698,36,278.720669
-11.090636,37,278.75458
-20.477208,40,278.791481
-14.652075,31,278.94906
-13.098129,32,278.979016
-13.370391,35,279.010923
-11.83851,36,279.174459
-19.790095,36,279.206374
-22.108815,40,279.245271
-18.338079,44,279.439753
-24.208744,43,279.47765
-7.435125,34,279.660327
-25.002526,36,279.699223
-18.621596,38,279.735127
-15.067059,32,279.897694
-28.044829,54,279.944568
-11.651051,31,280.263797
-31.003615,42,280.304687
-21.055152,40,280.341589
-27.106305,38,280.511137
-22.412326,40,280.547041
-16.089072,36,280.580951
-22.521086,34,280.756496
-20.512936,41,280.796912
-4.073927,33,280.957509
-23.86674,38,280.991395
-12.736529,33,281.021339
-9.965919,36,281.185876
-14.588812,40,281.223998
-24.451207,40,281.25993
-23.806302,45,281.431952
-25.855664,37,281.466886
-31.648609,40,281.630423
-21.793431,38,281.663359
-19.329572,37,281.697245
-15.184468,30,281.850834
-9.398149,37,281.884744
-13.90489,38,281.919652
-16.831286,37,282.079225
-21.524527,35,282.111168
-31.658034,41,282.280114
-3.506567,43,282.318013
-22.286306,46,282.359933
-33.718441,41,282.522867
-15.801348,33,282.553784
-25.062932,37,282.715921
-10.072909,34,282.745814
-17.26491,35,282.774737
-15.132593,30,282.932316
-11.098969,33,282.962237
-10.297267,39,282.998141
-11.143734,40,283.163699
-12.140442,36,283.196639
-5.993479,40,283.232516
-11.403065,30,283.389098
-21.598164,34,283.41802
-5.775309,38,283.452935
-4.381573,38,283.615089
-12.140222,30,283.642018
-27.309057,39,283.807575
-18.507204,39,283.840455
-16.486553,34,283.874335
-16.45812,37,284.034137
-19.935078,37,284.066051
-17.932673,33,284.096969
-25.549549,43,284.266517
-22.520398,34,284.296436
-22.27939,39,284.461995
-11.815026,35,284.49391
-24.674718,40,284.529814
-25.754177,40,284.856091
-14.62183,36,284.890002
-26.9234,41,284.928899
-17.264298,37,285.08897
-26.455528,39,285.123878
-21.487296,45,285.293426
-23.040185,34,285.323372
-14.062118,33,285.353266
-24.609447,36,285.514836
-35.1166,47,285.555726
-18.28585,39,285.732273
-25.050622,37,285.76417
-24.275627,44,285.802069
-20.887886,34,285.959649
-16.365945,39,285.997549
-20.248884,37,286.03146
-23.967861,37,286.195038
-14.950286,35,286.226939
-4.592987,33,286.25686
-21.62765,44,286.421925
-16.841684,38,286.458842
-20.537,42,286.627387
-25.340096,45,286.667256
-22.504019,36,286.829823
-8.904232,38,286.863733
-23.245904,33,286.892656
-25.08877,39,287.058213
-10.310149,34,287.089161
-20.898364,43,287.128027
-15.919503,37,287.287602
-11.178013,47,287.328513
-10.252204,40,287.495557
-22.563977,33,287.525481
-13.895978,33,287.556393
-15.989507,52,287.728024
-23.519777,36,287.760912
-24.047203,35,287.924499
-16.444039,37,287.957387
-21.853903,34,287.989303
-32.745369,44,288.161843
-25.32933,45,288.198774
-3.833497,40,288.349343
-23.310857,41,288.382255
-14.461674,46,288.423147
-16.856234,32,288.573744
-19.519379,58,288.626604
-13.247599,34,288.787627
-18.08781,45,288.827521
-23.836335,49,289.001441
-23.517931,35,289.031362
-4.306925,34,289.061281
-7.66614,34,289.392398
-22.219462,94,289.626774
-18.926006,33,289.655696
-10.590417,36,289.690603
-30.113809,41,289.855188
-31.126438,49,289.89805
-32.528289,42,290.066286
-2.88883,30,290.092217
-11.47472,51,290.138105
-11.354723,28,290.296369
-10.284522,39,290.33194
-20.275289,35,290.362833
-14.769145,32,290.515427
-13.558208,31,290.542355
-26.907821,49,290.711929
-5.523775,36,290.744815
-27.287892,37,290.777728
-2.580844,34,290.933311
-7.769855,34,290.962234
-25.712788,36,290.993182
-11.993895,40,291.155745
-22.800148,30,291.182646
-26.769349,33,291.212036
-6.745905,32,291.371064
-15.287417,37,291.402979
-8.093071,33,291.433758
-22.247193,30,291.58537
-2.687914,40,291.620126
-13.416224,47,291.786214
-21.535422,46,291.829077
-6.289026,32,291.858
-5.784743,38,292.021564
-12.907622,27,292.045499
-28.488027,34,292.076443
-29.065916,38,292.241976
-19.585702,37,292.274914
-23.720322,34,292.306803
-23.030259,35,292.468904
-16.969671,38,292.503821
-22.996618,40,292.668347
-20.226407,36,292.699264
-23.818324,36,292.732176
-17.28557,37,292.895106
-20.635538,42,292.932007
-22.292546,40,292.968909
-18.493289,40,293.131475
-21.78684,36,293.163415
-22.858847,40,293.325956
-22.240587,37,293.357871
-6.538945,36,293.390784
-19.791621,51,293.562326
-16.593825,33,293.591248
-17.703034,35,293.622191
-5.33222,36,293.95336
-20.688925,34,293.986272
-16.569169,44,294.165075
-22.807593,38,294.200977
-11.821208,32,294.232893
-15.766679,38,294.395479
-22.040685,36,294.426377
-7.861542,29,294.455299
-17.988801,40,294.614874
-22.060545,38,294.647796
-16.457189,36,294.813345
-18.617466,38,294.84628
-18.376636,37,294.879169
-4.537609,37,295.054701
-6.850952,41,295.089608
-13.31846,33,295.118531
-24.16784,33,295.272843
-5.47419,42,295.308721
-29.19888,46,295.478269
-12.38223,44,295.518162
-11.777947,36,295.553844
-23.610147,38,295.713926
-13.024501,41,295.751154
-32.130291,47,295.921151
-2.848686,30,295.947083
-9.494685,36,295.978997
-10.171156,34,296.142562
-15.641389,37,296.1745
-21.899427,36,296.206391
-20.946944,35,296.366991
-8.699514,36,296.398901
-10.133964,33,296.427831
-24.973085,45,296.594357
-5.392815,34,296.626271
-26.236478,43,296.792826
-22.845003,41,296.828732
-15.303247,42,296.870619
-18.359434,37,297.030193
-13.062632,37,297.063106
-5.157879,38,297.226186
-3.535707,31,297.255083
-28.8325,44,297.296
-11.109526,35,297.457567
-8.917133,34,297.488488
-27.619125,38,297.523366
-19.685985,35,297.685937
-27.212616,37,297.719843
-3.147224,37,297.753752
-3.10457,34,297.914325
-15.872262,36,297.947237
-14.890035,35,298.102354
-19.686626,36,298.133248
-18.838928,40,298.169719
-22.232071,41,298.505794
-26.943033,43,298.54469
-32.893884,40,298.708255
-19.233189,42,298.746152
-18.02038,33,298.776087
-21.634066,37,298.933652
-7.898406,33,298.963573
-11.689351,43,299.001472
-12.967125,38,299.164037
-19.00773,41,299.200943
-15.936383,46,299.370522
-14.498725,36,299.400457
-23.188611,39,299.434352
-18.325213,42,299.600529
-20.623664,38,299.635435
-6.088221,37,299.797446
-25.747433,48,299.840332
-6.344454,28,299.864268
-24.544148,42,300.025837
-20.921177,34,300.055758
-23.145092,39,300.090665
-23.115264,47,300.261233
-19.723307,36,300.295119
-11.766438,38,300.454724
-24.556401,34,300.486608
-20.653236,33,300.515557
-20.422035,32,300.670118
-15.150411,36,300.702034
-19.377481,36,300.735943
-19.603108,39,300.899506
-22.763023,58,300.947379
-28.165025,35,301.101261
-14.676354,33,301.129162
-2.752612,39,301.16706
-31.331738,42,301.345585
-14.809251,38,301.383484
-12.407913,41,301.542061
-31.666557,41,301.577965
-20.349947,36,301.608889
-8.006218,32,301.784441
-6.786375,39,301.821388
-15.153284,34,301.856294
-12.990792,39,302.019857
-25.771516,35,302.052798
-10.473176,38,302.213372
-19.376592,36,302.250244
-19.505708,35,302.283155
-13.473063,35,302.454697
-17.783639,35,302.485615
-6.289113,40,302.52152
-11.921647,39,302.675109
-24.404166,39,302.708021
-21.648934,37,303.042141
-31.267452,45,303.08605
-32.619604,39,303.12492
-18.764021,41,303.291987
-25.155952,39,303.3269
-25.960952,39,303.492634
-18.510855,34,303.523524
-18.930278,39,303.557654
-13.653958,43,303.720244
-5.764474,38,303.755128
-15.217645,30,303.782082
-30.003027,37,303.946617
-12.318871,34,303.976536
-17.070041,37,304.141098
-10.090109,37,304.173013
-8.45647,37,304.207961
-16.102604,37,304.37248
-21.015973,35,304.402425
-19.416433,34,304.431323
-15.64264,39,304.596392
-16.8524,32,304.624317
-10.012493,36,304.655261
-6.194346,39,304.817011
-20.483352,43,304.856353
-21.578857,35,305.020937
-17.119328,45,305.0638
-25.070885,39,305.099705
-17.590563,36,305.259284
-18.306458,39,305.294212
-20.846245,43,305.463733
-19.179992,38,305.49864
-25.649117,44,305.537565
-35.468183,48,305.715062
-27.408853,41,305.751481
-13.808072,34,305.911525
-20.651445,38,305.944436
-20.212832,36,305.978357
-22.081988,37,306.140913
-26.356558,38,306.175699
-2.928577,30,306.201631
-28.840878,36,306.370253
-13.620094,39,306.40516
-24.039048,51,306.575705
-22.818652,32,306.604628
-18.342436,36,306.638537
-16.63492,37,306.80013
-15.684552,35,306.832052
-21.204043,44,307.001595
-9.84167,36,307.033484
-20.145664,36,307.065425
-20.694065,40,307.228962
-26.170072,44,307.268858
-15.375322,48,307.620595
-20.206345,32,307.651513
-14.916033,37,307.683402
-4.571868,45,307.854969
-11.248095,46,307.894838
-6.543419,34,307.92376
-17.75613,36,308.081341
-16.872255,36,308.124226
-12.718815,41,308.294771
-10.507655,41,308.331673
-26.551157,45,308.371567
-11.130294,33,308.527197
-22.348244,34,308.557105
-22.420024,36,308.71725
-22.133779,44,308.756146
-28.128547,45,308.797038
-23.290651,34,308.958099
-6.443946,34,308.987045
-15.821144,32,309.014974
-21.416539,39,309.174522
-25.092884,39,309.210426
-8.448292,38,309.376982
-15.498013,38,309.410891
-23.019195,42,309.447819
-12.301761,36,309.611357
-24.680076,43,309.650253
-6.311978,36,309.815811
-21.242236,38,309.849649
-17.607416,40,309.884556
-6.024038,35,310.042163
-13.925062,49,310.086023
-34.404131,50,310.258019
-15.836497,39,310.292926
-22.77718,34,310.322846
-28.044641,45,310.494389
-22.289863,38,310.529297
-20.018129,37,310.690866
-18.421072,41,310.726769
-11.710822,36,310.758685
-22.273496,44,310.926237
-15.624589,35,310.957184
-22.950698,42,311.120742
-32.919282,42,311.158641
-11.55651,37,311.19153
-22.374431,43,311.361704
-6.691816,31,311.389631
-25.369513,43,311.554747
-19.199674,31,311.582209
-21.73182,41,311.618113
-15.977207,43,311.781162
-19.805388,48,311.823073
-11.465821,37,312.16978
-16.098476,31,312.198702
-17.337015,38,312.23261
-8.88928,41,312.405152
-18.513227,44,312.444077
-23.152238,46,312.612599
-18.727538,34,312.644514
-11.113844,32,312.673463
-37.423747,51,312.841018
-20.600256,36,312.873536
-22.095118,37,312.907471
-20.463929,44,313.074527
-17.935862,35,313.105467
-19.303978,37,313.270676
-17.467499,30,313.297585
-8.271425,39,313.332484
-2.650321,37,313.494155
-16.244526,39,313.530049
-13.344792,42,313.568944
-22.775308,42,313.728519
-20.462279,38,313.762429
-13.571809,38,313.92403
-14.984399,38,313.957908
-31.443752,38,313.991817
-25.322301,42,314.16239
-30.307748,43,314.202256
-19.210618,47,314.376791
-24.246565,52,314.423665
-10.292682,35,314.583721
-27.179043,42,314.623616
-23.211711,38,314.657525
-22.659667,40,314.819356
-19.786955,41,314.85425
-17.744922,46,315.017279
-20.69015,39,315.052163
-25.379696,35,315.083081
-11.505092,35,315.245647
-22.305522,40,315.283546
-28.28786,37,315.316458
-17.634397,31,315.470057
-11.457824,34,315.501963
-19.665175,35,315.533905
-8.545915,43,315.703425
-24.962493,34,315.733372
-15.61895,37,315.889398
-30.149854,47,315.930314
-24.593288,43,316.090157
-12.193383,34,316.120077
-22.731295,38,316.153026
-11.422411,37,316.320005
-31.357382,41,316.354913
-14.294134,31,316.382864
-27.141706,38,316.732447
-16.475368,33,316.762367
-17.950617,34,316.792287
-23.185463,35,316.950374
-26.957456,47,316.992262
-12.600361,32,317.147874
-6.222677,33,317.175776
-17.479103,31,317.202705
-21.083009,42,317.368063
-24.093265,46,317.407937
-21.109174,39,317.44526
-13.520259,35,317.601375
-27.341727,44,317.63925
-14.418082,38,317.804808
-26.631977,32,317.832754
-12.119154,38,317.866671
1,1,317.868639
-27.877237,37,318.031205
-17.06222,41,318.068108
-15.518509,33,318.09703
-6.905611,42,318.263592
-34.597331,44,318.304476
-20.018254,38,318.464366
-20.187722,43,318.50523
-18.853112,32,318.533156
-4.4483,39,318.693406
-18.975847,35,318.726321
-8.548137,35,318.88582
-21.746634,36,318.916693
-18.641564,39,318.950603
-20.216369,43,319.114166
-20.612737,41,319.151067
-22.493652,37,319.184977
-22.054577,37,319.347568
-18.064992,31,319.377465
-8.946902,35,319.538037
-36.150762,46,319.577929
-13.595875,39,319.610842
-16.971228,37,319.771033
-12.214943,29,319.797979
-20.053503,35,319.830863
-22.160166,36,319.995448
-19.034707,39,320.029335
-16.159054,41,320.192291
-24.109009,41,320.232185
-25.447742,34,320.263103
-19.917197,36,320.422693
-20.147912,40,320.459579
-31.18808,57,320.637105
-15.524104,43,320.676998
-23.717148,45,320.715895
-18.730148,34,320.873474
-23.321286,39,320.906387
-24.248778,39,321.259448
0.870069,7,321.265433
-16.564016,34,321.299342
-5.67411,38,321.33527
-20.153471,30,321.506567
-30.54468,42,321.546461
-21.396541,36,321.57938
-35.676003,46,321.745955
-12.871261,47,321.786819
-7.580987,33,321.940438
-17.250695,39,321.975348
-9.013422,48,322.149851
-24.045249,36,322.181767
-16.961183,34,322.211685
-30.28864,45,322.377685
-14.83067,38,322.410598
-8.508003,44,322.585108
-23.984932,45,322.624004
-18.620331,34,322.653924
-16.483683,37,322.811323
-22.947101,48,322.85324
-14.468686,31,323.005804
-21.029311,40,323.039714
-17.60501,35,323.073636
-32.603155,38,323.234195
-18.057763,41,323.271096
-21.071338,40,323.307001
-27.549321,56,323.486538
-22.904836,35,323.519433
-26.405228,39,323.682
-12.261236,35,323.713945
-24.538395,41,323.876482
-30.178134,50,323.920365
-2.743844,31,323.946295
-4.299375,38,324.109336
-18.623882,40,324.147256
-21.777648,41,324.312811
-28.032445,34,324.340714
-27.550752,36,324.371659
-18.462671,36,324.537189
-34.423373,46,324.577109
-16.150928,38,324.610992
-28.01199,40,324.778545
-28.103285,40,324.814481
-22.273593,31,324.970549
-31.465013,47,325.010468
-2.470371,33,325.039391
-20.816124,38,325.203964
-8.583301,33,325.233876
-19.216951,34,325.266789
-21.859864,37,325.424613
-20.974909,41,325.460518
-19.305736,33,325.491435
-9.728817,33,325.842499
-23.521545,40,325.879401
-33.17888,52,326.044958
-16.271469,37,326.076874
-12.300189,35,326.106794
-5.128593,39,326.274348
-21.169521,41,326.31073
-17.090025,34,326.488635
-12.686131,37,326.528527
-28.836771,44,326.571413
-20.566592,52,326.771584
-14.884897,36,326.80533
-17.232212,36,326.966155
-23.368807,45,327.006075
-1.918724,28,327.03201
-9.790952,51,327.195542
-5.437405,36,327.227469
-26.245156,35,327.382068
-23.522597,37,327.421939
-16.220794,35,327.456845
-18.711926,42,327.630382
-19.299387,47,327.672299
-20.461627,31,327.823871
-20.997267,43,327.866757
-14.024548,41,327.905653
-9.775714,37,328.066709
-18.03829,40,328.102613
-17.472508,34,328.131536
-24.715126,44,328.291317
-26.62934,34,328.321236
-19.076172,33,328.474854
-23.584008,33,328.505745
-10.540615,32,328.534668
-17.236244,42,328.697234
-22.056779,36,328.730145
-12.977102,31,328.759069
-22.447605,35,328.938618
-28.601232,38,328.972499
-19.926763,33,329.002447
-17.487171,30,329.178949
-14.320213,32,329.212859
-14.624359,37,329.25396
-7.265949,35,329.406553
-10.796142,35,329.437472
-17.278479,38,329.473392
-3.937806,51,329.645456
-10.270084,40,329.681361
-27.87544,48,329.851361
-24.304422,38,329.885295
-7.263388,41,330.051826
-10.520655,37,330.083741
-22.805138,47,330.125656
-4.50643,43,330.486672
-20.032116,34,330.517585
-24.445506,41,330.684671
-22.104095,38,330.718581
-18.391232,40,330.753464
-26.6264,35,330.912068
-27.842963,38,330.944232
-19.92923,41,331.111994
-16.925483,33,331.141222
-18.898354,34,331.173137
-22.069093,40,331.337718
-17.693911,34,331.367638
-19.119649,39,331.402544
-23.211788,41,331.571095
-25.862668,40,331.606999
-8.062389,49,331.776548
-14.60969,53,331.824419
-11.091698,33,331.981999
-8.117929,39,332.01692
-10.179747,32,332.047825
-9.728254,35,332.203408
-20.862817,38,332.238798
-28.064587,34,332.270713
-9.42295,40,332.434277
-25.026416,43,332.472175
-13.064724,52,332.649451
-18.109338,42,332.68735
-20.02851,32,332.716274
-16.435928,32,332.87148
-21.729792,36,332.901402
-12.48341,31,332.927355
-16.476194,39,333.090896
-14.184414,42,333.129817
-5.591852,42,333.291361
-24.656842,37,333.324272
-5.228298,40,333.359179
-26.809851,44,333.525735
-10.741494,44,333.563634
-12.254389,49,333.740164
-33.700766,61,333.794556
-14.68575,40,333.958573
-22.281707,36,333.990488
-32.28752,39,334.153509
-3.57887,34,334.184426
-16.888177,37,334.217366
-6.666107,50,334.39287
-3.004791,38,334.427777
-17.233656,36,334.462684
-29.622617,41,334.62525
-13.288823,33,334.654174
-9.017063,34,335.003866
-5.221308,35,335.036778
-15.307516,37,335.068716
-26.307946,35,335.226066
-11.985476,32,335.255987
-12.782721,31,335.283911
-22.695763,38,335.443287
-10.106411,45,335.484179
-6.145994,42,335.652403
-17.454269,44,335.691298
-13.320589,36,335.723212
-20.823602,48,335.890765
-4.171372,36,335.923678
-20.396995,35,335.954622
-22.00344,38,336.11417
-17.57301,50,336.156084
-19.259795,32,336.31663
-20.957746,41,336.353531
-35.535681,55,336.531602
-23.586772,39,336.566483
-16.135165,35,336.596426
-26.652195,35,336.75546
-16.024134,32,336.785353
-14.536135,37,336.821259
-4.224213,34,336.982261
-29.154985,36,337.014174
-34.224272,49,337.186235
-12.485042,42,337.223136
-23.123488,38,337.258043
-42.236777,55,337.436567
-14.839256,36,337.468482
-4.300704,39,337.630063
-5.799185,32,337.660999
-2.265086,37,337.694877
-26.241527,56,337.872413
-16.292127,43,337.912298
-17.58012,37,338.087824
-23.680361,47,338.127749
-21.516777,32,338.282363
-16.807503,33,338.311259
-19.88005,45,338.351171
-18.983433,41,338.518555
-19.932764,37,338.550286
-25.783059,36,338.581181
-21.221614,38,338.741262
-15.019156,37,338.773177
-14.513005,39,338.948709
-10.849561,41,338.995584
-6.94799,35,339.031488
-25.982586,49,339.218987
-15.063894,35,339.255901
-10.491155,41,339.623181
-12.025268,35,339.655097
-26.881824,38,339.69101
-26.803732,38,339.854393
-2.765273,38,339.888303
-24.42577,38,340.050869
-22.616697,39,340.085802
-7.785391,39,340.12168
-19.845825,39,340.288237
-14.818252,38,340.322145
-13.95871,31,340.349081
-13.507976,43,340.518621
-12.851968,34,340.549538
-23.193669,32,340.578462
-38.661921,55,340.752528
-20.122585,45,340.794416
-23.584183,66,340.979963
-11.573761,34,341.009882
-11.777306,33,341.167489
-12.849919,33,341.197382
-24.228379,33,341.225331
-12.780682,43,341.394636
-21.220494,34,341.424556
-23.213821,39,341.58715
-10.689844,37,341.620052
-15.430126,37,341.654942
-8.851939,42,341.819503
-19.467383,35,341.849424
-10.904511,48,342.020966
-14.194956,43,342.059861
-9.263315,32,342.088784
-29.047076,40,342.252782
-9.001826,36,342.284721
-25.712724,46,342.454248
-11.97915,33,342.484169
-24.00957,40,342.52208
-24.502474,40,342.687627
-18.962161,47,342.731536
-14.807422,41,342.89644
-10.052546,44,342.935361
-21.697561,40,342.969245
-17.252896,46,343.136798
-15.839821,31,343.167716
-15.750707,39,343.332277
-30.747339,48,343.375171
-23.815874,41,343.413074
-25.837868,35,343.569643
-24.248054,37,343.601588
-23.623617,41,343.767998
-4.053496,38,343.800885
-14.755436,42,343.837788
-18.048157,36,344.195017
-27.100232,34,344.228927
-17.370759,44,344.401024
-29.360105,42,344.4379
-17.869114,32,344.466823
-21.962957,30,344.617942
-18.321912,38,344.650855
-8.389923,34,344.680775
-16.393456,38,344.844339
-18.694461,41,344.882238
-26.530706,50,345.056773
-22.890766,40,345.092685
-21.672496,38,345.127593
-23.874048,49,345.306605
-19.867359,38,345.340541
-17.498566,32,345.49812
0.510726,18,345.515061
-4.335589,52,345.561923
-17.530757,30,345.719592
-14.61629,42,345.758488
-21.311624,36,345.793397
-15.131643,30,345.941999
-23.726451,44,345.981893
-15.959756,35,346.014804
-14.901742,33,346.173381
-18.697281,40,346.208288
-28.511595,47,346.379831
-6.311771,45,346.419724
-17.054231,31,346.448648
-15.016627,48,346.621722
-15.606022,38,346.655631
-13.507235,42,346.819633
-19.548452,36,346.850551
-24.17867,42,346.890472
-17.446084,33,347.047377
-12.779738,38,347.079304
-18.072997,33,347.107733
-8.101137,40,347.271297
-24.065007,42,347.309195
-17.990274,33,347.472759
-24.90112,41,347.507666
-24.882706,39,347.541575
-9.64848,39,347.706158
-27.720578,46,347.747028
-3.056685,45,347.91509
-3.519506,42,347.954984
-12.129202,38,348.118334
-23.554638,37,348.151223
-12.829119,46,348.191117
-6.758086,35,348.353194
-19.599623,34,348.38214
-17.70194,35,348.412067
-1.933461,32,348.775068
-15.879028,36,348.809979
