# {"t_start": 1548189974.4402926, "env_id": "guidance-collision-avoidance-single-continuous-action-v0"} 
r,l,t
-9.129354,38,136.965526
-25.561171,44,137.128682
-18.497769,44,137.167579
-21.516196,35,137.329865
-6.265987,40,137.36477
-21.756287,36,137.397682
-20.605461,29,137.554265
-19.500182,36,137.586179
-18.114216,37,137.62009
-8.307725,40,137.785648
-9.720985,45,137.824555
-9.127298,41,137.9911
-28.235005,44,138.030993
-20.713898,32,138.058918
-9.346765,34,138.216009
-11.796544,50,138.262884
-3.889489,34,138.2948
-14.402173,35,138.452516
-24.980603,35,138.484482
-19.390908,35,138.646567
-19.908635,39,138.682472
-8.039718,40,138.720332
-14.697779,35,138.878908
-31.341245,58,138.931767
-25.839998,41,139.177137
-16.504694,40,139.218004
-17.028892,32,139.248922
-17.750724,45,139.417494
-23.151161,42,139.454373
-23.811745,35,139.616479
-17.779697,32,139.646373
-3.571466,35,139.680282
-18.309416,37,139.83986
1,1,139.841855
-28.600841,43,139.879754
-24.751823,42,140.055286
-18.832558,36,140.086204
-32.64952,38,140.122992
-20.603386,40,140.290782
-22.588163,37,140.325689
-4.716395,34,140.355637
-23.865421,36,140.52416
-12.182102,32,140.557073
-25.207803,40,140.594998
-4.390934,41,140.769509
-23.04051,36,140.812392
-9.644184,38,140.995901
-7.928891,37,141.031807
-5.936829,34,141.064718
-20.065308,33,141.236768
-18.731433,34,141.269681
-13.198764,30,141.299601
-19.920882,30,141.478266
-25.791764,38,141.519156
-21.234423,44,141.566046
-9.256676,42,141.73702
-18.081241,39,141.774919
-28.398549,47,141.962431
-9.89547,35,141.998334
-21.830878,35,142.032233
-12.488486,31,142.200783
-14.665315,38,142.247658
-12.421191,35,142.28456
-3.226575,43,142.465079
-22.066362,37,142.50198
-3.527399,49,142.690595
-10.537689,38,142.7265
-15.946473,36,142.763402
-20.754622,45,142.950319
-15.890252,40,142.989216
-19.508883,38,143.146795
-9.925509,48,143.196662
-5.440393,34,143.234561
-6.961415,32,143.41508
-30.623921,45,143.459959
-7.124555,36,143.640478
-21.3521,35,143.679388
-12.664981,39,143.717274
-18.407803,34,143.981611
-24.812721,38,144.015534
-6.346436,31,144.042449
-15.952188,37,144.224962
-11.400059,41,144.27017
-23.082629,41,144.455676
-18.75681,43,144.496567
-6.461816,40,144.545436
-20.044719,35,144.724957
-19.509988,39,144.764852
-7.185689,37,144.928415
-4.125407,35,144.96033
-12.414941,41,144.998228
-21.141167,37,145.16432
-15.172029,43,145.201195
-22.641282,33,145.231117
-23.865114,43,145.424632
-10.310903,32,145.456546
-29.673463,36,145.637895
-31.443383,40,145.677316
-8.624262,35,145.710201
-19.185011,34,145.87887
-18.422308,39,145.914774
-20.272918,36,145.947732
-18.759614,37,146.106264
-7.111899,35,146.13519
-19.98913,35,146.166103
-14.087117,35,146.329667
-17.540167,32,146.360585
-20.758419,40,146.396521
-19.101477,37,146.552075
-29.405535,47,146.591994
-24.864462,34,146.748066
-20.197408,41,146.783966
-22.197277,51,146.963487
-22.317038,35,146.994413
-16.775612,35,147.025322
-12.090057,31,147.181044
-6.699968,34,147.211961
-20.142396,40,147.247866
-14.223384,32,147.403497
-6.782692,37,147.436363
-26.931826,46,147.47826
-20.570484,40,147.640817
-26.10303,41,147.678724
-9.263522,37,147.839288
-22.853269,37,147.871231
-12.605501,35,147.902149
-4.454232,38,148.064719
-18.771223,37,148.098629
-7.099396,33,148.12758
-34.167896,41,148.290179
-24.369658,42,148.329075
-23.536747,36,148.581909
-24.846417,39,148.618811
-13.032348,30,148.646737
-22.583244,42,148.814289
-14.64929,35,148.847229
-19.895355,42,149.018744
-22.724943,34,149.047668
-17.023387,33,149.075616
-28.359643,43,149.241175
-24.194303,39,149.277056
-23.214394,38,149.308971
-11.260379,42,149.47655
-16.808065,35,149.509436
-16.215692,31,149.539356
-31.285624,46,149.710138
-20.55973,49,149.754008
-20.452602,36,149.911611
-24.041604,38,149.948489
-14.304337,42,150.11305
-30.74885,42,150.148954
-18.281673,37,150.180893
-19.560467,34,150.335457
-15.119604,48,150.378342
-25.15269,52,150.552877
-22.768134,40,150.590189
-33.598866,42,150.756744
-28.591493,47,150.798632
-13.903882,36,150.828552
-14.612211,34,150.99103
-26.111323,37,151.023943
-18.770863,38,151.057852
-18.804156,35,151.22075
-20.586701,43,151.259639
-2.789476,43,151.423204
-23.826769,41,151.459121
-10.87884,37,151.495011
-2.402322,44,151.65658
-21.478094,44,151.696475
-17.081226,43,151.862032
-23.599327,37,151.897938
-25.739998,44,152.058508
-19.793741,31,152.086465
-20.395721,41,152.124357
-15.126656,40,152.291785
-16.820799,38,152.325693
-19.991016,40,152.359603
-15.553592,43,152.529054
-12.564253,35,152.560969
-13.421179,34,152.718579
-16.833586,35,152.751479
-27.470273,45,152.791373
-17.873543,33,153.036718
-20.990011,34,153.067636
-17.311588,33,153.097559
-26.491908,39,153.260122
-25.08776,39,153.295029
-20.625577,32,153.447623
-10.517024,39,153.483527
-20.279701,31,153.510978
-8.532307,42,153.70344
-24.038913,36,153.738346
-12.974789,32,153.768266
-12.957953,37,153.933824
-38.470548,50,153.979702
-22.61111,37,154.13026
-19.390146,38,154.161177
-5.026005,40,154.198078
-7.001332,37,154.359648
-13.461386,32,154.388571
-12.369238,30,154.415498
-17.757942,32,154.618956
-16.741177,33,154.649874
-15.82732,34,154.681788
-21.661846,42,154.8653
-18.862574,31,154.894222
-32.537269,41,154.935112
-30.408249,41,155.116323
-5.011507,46,155.155219
-10.493306,38,155.322282
-20.732102,36,155.358186
-23.352229,37,155.393092
-23.706692,40,155.584581
-8.641748,38,155.621484
-8.855972,34,155.780061
-12.505178,41,155.819954
-2.438643,50,155.863837
-27.712118,40,156.029396
-9.807835,46,156.070286
-14.251057,33,156.224874
-16.289003,38,156.258784
-15.621543,43,156.294688
-19.444021,36,156.45925
-27.482052,58,156.512381
-19.6031,35,156.673949
-5.168854,36,156.704867
-9.986265,38,156.739774
-13.587258,46,156.910329
-15.739435,34,156.942234
-18.15282,38,157.101831
-8.195848,32,157.130731
-9.305616,42,157.166636
-15.354097,38,157.370097
-18.626224,34,157.399054
-11.248449,34,157.429002
-17.750538,55,157.691276
-21.596976,36,157.723097
-20.442899,39,157.889158
-18.511639,34,157.919056
-19.197588,36,157.950972
-3.790565,36,158.111575
-15.441606,47,158.153432
-16.034113,34,158.314027
-2.869911,39,158.347913
-16.761399,32,158.377833
-22.173603,32,158.53641
-26.849062,43,158.574309
-11.557244,35,158.605251
-5.74823,34,158.763803
-8.912694,38,158.798711
-19.790804,37,158.958869
-13.737178,38,158.99278
-31.492869,40,159.028683
-11.357706,32,159.19125
-5.519346,32,159.218617
-6.18779,31,159.245572
-25.088698,37,159.404122
-8.970918,35,159.434042
-10.635729,36,159.466979
-8.658602,32,159.621542
-19.074383,31,159.649468
-19.405623,39,159.681382
-9.405872,40,159.843973
-21.793024,41,159.87988
-10.198004,36,160.038431
-23.502053,44,160.076329
-24.285877,37,160.108244
-28.138494,38,160.274212
-9.355456,36,160.307125
-15.193198,36,160.340037
-10.635692,33,160.495275
-16.971899,33,160.524468
-30.700648,45,160.696983
-14.318126,41,160.733886
-22.265446,46,160.776771
-3.739072,62,160.960282
-20.964442,32,160.990201
-8.641741,40,161.15177
-13.209995,33,161.183685
-19.181747,38,161.219589
-13.221071,40,161.384151
-10.656902,36,161.417064
-22.360761,33,161.576637
-3.273461,36,161.608553
-30.238998,40,161.643459
-20.93495,47,161.816412
-9.815752,35,161.848327
-20.882615,35,161.880242
-7.321029,48,162.143541
-33.447253,48,162.187423
-27.951432,35,162.351984
-13.223506,36,162.384897
-29.154289,37,162.549458
-20.91191,38,162.584376
-16.22664,33,162.614284
-20.3409,33,162.770869
-14.709844,40,162.807801
-28.590739,34,162.839685
-24.399464,40,162.999259
-5.027855,36,163.032171
-16.314566,37,163.066426
-15.143967,36,163.226
-14.591952,37,163.258912
-20.378629,33,163.419484
-19.252285,32,163.447409
-21.26858,34,163.478331
-30.242785,44,163.642888
-6.251785,47,163.683779
-24.751345,41,163.722676
-6.571918,40,163.891226
-19.351728,52,163.939098
-15.129916,36,164.09672
-17.145651,41,164.133622
-21.412185,37,164.300191
-10.626161,34,164.330121
-23.936414,47,164.374501
-12.016033,36,164.535738
-4.382741,39,164.570267
-32.465749,40,164.734302
-23.703429,33,164.763224
-11.879783,34,164.795163
-21.288963,44,164.963717
-28.292893,38,164.996602
-10.867931,46,165.038501
-10.737028,38,165.200059
-24.733747,39,165.233969
-14.592947,35,165.395561
0.183938,23,165.418477
-11.10422,33,165.448404
-16.058151,44,165.615951
-11.314107,33,165.644879
-13.688748,31,165.671408
-11.29179,34,165.820586
-24.224247,42,165.856491
-23.567011,35,165.887887
-17.058132,38,166.052448
-8.511326,35,166.084049
-17.276635,37,166.117927
-24.758305,34,166.274018
-18.589521,36,166.305933
-14.023493,35,166.335853
-11.234546,33,166.590178
-14.684593,41,166.628083
-19.505743,37,166.786651
-13.11814,29,166.814605
-16.606448,44,166.855467
-6.262787,41,167.022023
-21.092444,35,167.052972
-9.708187,39,167.087849
-17.771916,44,167.25241
-14.751197,36,167.284323
-26.572821,39,167.453872
-27.133791,42,167.496786
-4.261363,35,167.527695
-14.918701,42,167.694231
-24.471541,31,167.722183
-19.311154,35,167.882729
-5.713575,39,167.916669
-25.484789,46,167.958526
-30.514348,49,168.130069
-18.746119,48,168.170959
-3.459922,37,168.335128
-19.129982,41,168.374025
-4.982299,39,168.409929
-19.780995,46,168.580289
-25.865515,34,168.612204
-28.187425,38,168.771779
0.034918,26,168.794251
-9.12988,34,168.824171
-20.078228,45,168.990747
-15.77105,45,169.030621
-17.230955,37,169.190194
-5.94521,32,169.218121
-14.092509,42,169.256019
-23.023788,42,169.4216
-26.770167,35,169.454489
-18.206328,37,169.487923
-13.709662,35,169.645516
-25.298497,47,169.688376
-26.509338,46,169.857788
-19.760233,45,169.897678
-7.417552,34,169.929593
-17.81048,31,170.086425
-12.851223,37,170.119336
-10.668486,32,170.14826
-17.776656,41,170.317807
-20.899179,35,170.349748
-5.889752,31,170.505335
-12.904393,29,170.532235
-22.390597,38,170.56814
-9.432199,47,170.742676
-20.043839,34,170.772618
-19.557655,40,170.807501
-24.546668,41,171.076811
-7.912276,48,171.122688
-4.722627,31,171.286252
-23.831046,41,171.32318
-25.388748,38,171.35806
-8.047194,36,171.528132
-22.741989,39,171.565041
-23.679606,32,171.724608
-18.68299,35,171.754527
-4.346142,33,171.785446
-19.166806,37,171.95203
-19.345975,32,171.980924
-8.938788,42,172.016828
-39.017076,55,172.193357
-20.856902,37,172.227266
-14.423251,36,172.404304
-23.453834,41,172.44168
-24.842494,33,172.4716
-20.677189,39,172.637159
-12.218142,36,172.669073
-13.941323,35,172.700988
-2.114392,29,172.861832
-18.433935,39,172.897736
-22.473345,49,173.073309
-16.186754,31,173.102263
-19.384648,40,173.138317
-25.802938,36,173.305392
-10.56317,37,173.338305
-8.501443,41,173.377201
-16.748802,34,173.537771
-30.940834,42,173.577666
-15.14892,43,173.748212
-11.763827,31,173.777164
-15.673878,36,173.811044
-20.286757,35,173.974608
-11.511253,29,174.000568
-30.957959,40,174.03744
-21.783296,41,174.205465
-22.471216,46,174.248667
-15.134364,37,174.40525
-13.542803,39,174.441153
-28.690535,45,174.482071
-26.42595,41,174.649422
-6.292453,39,174.68433
-25.365371,34,174.841592
-14.78003,39,174.878494
-15.940041,37,174.915397
-22.886372,39,175.084944
-20.897362,33,175.113865
-17.051892,38,175.148773
-25.513408,46,175.310341
-18.067026,40,175.344251
-6.566395,32,175.602563
-15.034949,42,175.642456
-9.982704,42,175.680355
-15.102514,39,175.843429
-21.124666,48,175.886345
-19.675549,39,176.053159
-17.032609,33,176.083079
-13.223001,32,176.113026
-6.349752,36,176.267096
-10.700915,42,176.303975
-25.045266,43,176.468544
-18.034385,40,176.504441
-20.618993,37,176.539347
-18.746312,39,176.705904
-18.712772,40,176.742805
-3.885558,41,176.904374
-26.905773,37,176.936312
-22.17405,37,176.970199
-29.015664,43,177.138784
-9.868609,36,177.173686
-2.773622,42,177.211558
-18.783705,64,177.395069
-23.982309,35,177.42602
-32.244847,55,177.603252
-17.517384,41,177.639156
-25.851446,34,177.801723
-8.83515,30,177.828685
-11.140964,41,177.865579
-4.791062,35,178.025126
-18.474972,31,178.053053
-25.541586,46,178.222601
-17.324149,38,178.257507
-16.002066,39,178.291417
-15.786108,36,178.450523
-5.437939,48,178.493408
-23.491978,38,178.652454
-25.374398,39,178.68539
-9.2559,34,178.715286
-21.925982,35,178.877883
-21.844035,36,178.909772
-4.572325,37,178.942683
-12.648554,36,179.105467
-18.330339,32,179.133393
-27.419576,44,179.30693
-26.308817,38,179.338845
-10.711261,43,179.376744
-9.090834,35,179.538326
-16.172104,40,179.573249
-7.996282,41,179.609125
-24.196334,43,179.777675
-32.284027,40,179.814576
-18.385392,35,180.074928
-28.483627,36,180.105858
-20.5279,29,180.131788
-11.095382,35,180.291339
-2.964921,33,180.320262
-12.940243,32,180.350202
-20.055504,34,180.503569
-17.810374,42,180.543463
-21.26827,44,180.712036
-15.287446,36,180.744948
-4.883698,38,180.779832
-18.86077,40,180.94938
-24.401561,37,180.985284
-18.006157,38,181.021188
-23.448491,36,181.179765
-3.379061,34,181.208687
-18.053755,41,181.375622
-28.05223,42,181.413522
-19.631201,37,181.446458
-27.722145,36,181.610001
-23.396854,39,181.64291
-9.554798,38,181.676819
-32.123086,39,181.835001
-45.757088,85,182.038257
-23.68117,35,182.069684
1,1,182.071679
-26.828981,44,182.111572
-3.049095,35,182.268156
-13.247614,31,182.296081
-5.899155,39,182.460641
-18.071258,37,182.493553
-4.177108,34,182.522476
-10.221972,36,182.682076
-9.81638,47,182.723938
-27.714421,34,182.754856
-24.384118,34,182.912459
-15.52322,40,182.948339
-30.942183,57,183.134351
-11.899033,40,183.169286
-18.061872,33,183.199178
-20.714151,39,183.359241
-23.917415,35,183.389432
-12.13894,31,183.415386
-9.413642,35,183.575934
-6.314895,44,183.61483
-31.996728,49,183.788368
-18.181074,42,183.824272
-11.591348,38,183.983871
-10.798579,33,184.013767
-15.613515,35,184.047677
-8.691741,37,184.207251
-21.062706,33,184.236188
-14.988602,29,184.263102
-30.062478,38,184.530389
-9.635243,39,184.565295
-16.169997,33,184.597589
-15.869888,36,184.757187
-21.451901,40,184.792084
-9.102335,47,184.961618
-25.266726,35,184.990541
-16.772788,38,185.02445
-7.04112,37,185.186051
-24.423608,39,185.221951
-6.691053,42,185.259822
-25.396858,44,185.423401
-16.869463,36,185.457324
-28.376198,40,185.619865
-27.70085,36,185.653774
-22.830931,36,185.685719
-16.133414,37,185.847259
-16.867451,32,185.878176
-16.103373,35,185.910257
-19.945411,37,186.069341
-23.920547,39,186.104271
-31.400457,38,186.267819
-25.204686,52,186.312691
-30.323985,42,186.480245
-13.954122,39,186.515152
-33.769092,47,186.558037
-37.088865,49,186.734566
-22.727196,41,186.770471
-11.20515,48,186.943023
-5.534746,38,186.978923
-29.905071,53,187.155444
-13.292558,41,187.191348
-21.981717,42,187.362153
-13.914644,42,187.398058
-20.572249,39,187.435413
-23.427995,43,187.602098
-6.656864,33,187.631426
-12.354444,42,187.670353
-18.988167,45,187.834392
-19.977446,33,187.864339
-15.724318,34,188.020895
-19.082547,32,188.050816
-16.072083,39,188.085722
-11.984436,34,188.243302
-17.098773,33,188.274219
-13.378368,43,188.313115
-14.360355,40,188.471719
-27.898786,42,188.509617
-12.2108,33,188.665682
-19.943172,39,188.699593
-15.813449,35,188.729512
-23.655816,43,189.007804
-16.851889,31,189.040248
-24.424932,37,189.075156
-20.323533,31,189.235263
-17.983796,31,189.262191
-22.517235,37,189.295104
-14.856701,32,189.449692
-20.575447,34,189.480638
-25.017244,35,189.511526
-17.725975,31,189.665116
-17.571376,40,189.699026
-15.159384,38,189.862102
-12.70401,36,189.895022
-16.750344,41,189.933343
-19.507198,39,190.092946
-18.263785,44,190.131836
-19.201262,40,190.29618
-12.806068,35,190.328094
-33.683965,42,190.365994
-9.693956,33,190.526565
-5.280713,34,190.55848
-22.863334,39,190.594384
-17.443341,35,190.751964
-22.999807,37,190.784877
-13.027083,29,190.810807
-28.598639,45,190.980356
-3.992099,34,191.011281
-26.136912,33,191.041193
-13.372949,34,191.196778
-23.927106,40,191.231684
-26.752998,42,191.396752
-11.834674,43,191.433653
-25.993551,40,191.471551
-12.746747,39,191.634236
-21.44919,40,191.668564
-17.657884,34,191.823265
-32.805355,43,191.860167
-16.658218,32,191.889117
-17.315388,39,192.056642
-19.6418,33,192.085566
-3.684272,35,192.121471
-13.631122,31,192.280049
-29.02035,34,192.310965
-33.267178,47,192.482507
-20.657739,36,192.51542
